GeneID	TranscriptID	ProteinID	Strand	ExonID	ExonRegionStart	ExonRegionEnd	ExonRank	cDNA_CodingStart	cDNA_CodingEnd	GenomicCodingStart	GenomicCodingEnd	StartPhase	EndPhase
ENSG00000109339	ENST00000641102	ENSP00000493048	-1	ENSE00003470811	86194336	86194407	3	518	583	86194336	86194401	-1	0
ENSG00000109339	ENST00000641102	ENSP00000493048	-1	ENSE00003615544	86159298	86159467	4	584	753	86159298	86159467	0	2
ENSG00000109339	ENST00000641102	ENSP00000493048	-1	ENSE00003786679	86107223	86107352	5	754	883	86107223	86107352	2	0
ENSG00000109339	ENST00000641102	ENSP00000493048	-1	ENSE00003518397	86103186	86103244	6	884	942	86103186	86103244	0	2
ENSG00000109339	ENST00000641102	ENSP00000493048	-1	ENSE00003523984	86101894	86102032	7	943	1081	86101894	86102032	2	0
ENSG00000109339	ENST00000641102	ENSP00000493048	-1	ENSE00003598073	86101052	86101217	8	1082	1247	86101052	86101217	0	1
ENSG00000109339	ENST00000641102	ENSP00000493048	-1	ENSE00002433828	86098524	86098595	9	1248	1319	86098524	86098595	1	1
ENSG00000109339	ENST00000641102	ENSP00000493048	-1	ENSE00003562222	86067773	86067955	10	1320	1502	86067773	86067955	1	1
ENSG00000109339	ENST00000641102	ENSP00000493048	-1	ENSE00003535929	86064266	86064390	11	1503	1627	86064266	86064390	1	0
ENSG00000109339	ENST00000641102	ENSP00000493048	-1	ENSE00003648739	86031368	86031431	12	1628	1691	86031368	86031431	0	1
ENSG00000109339	ENST00000641102	ENSP00000493048	-1	ENSE00003503801	86029197	86029274	13	1692	1769	86029197	86029274	1	1
ENSG00000109339	ENST00000641102	ENSP00000493048	-1	ENSE00003812373	86017232	86017370	14	1770	1908	86017232	86017370	1	2
ENSG00000109339	ENST00000641102	ENSP00000493048	-1	ENSE00003806022	86359658	86360053	1					-1	-1
ENSG00000109339	ENST00000641102	ENSP00000493048	-1	ENSE00003705021	85999848	86001477	15	1909	2173	86001213	86001477	2	-1
ENSG00000109339	ENST00000638225	ENSP00000491866	-1	ENSE00001352600	86354530	86354644	2					-1	-1
ENSG00000109339	ENST00000638225	ENSP00000491866	-1	ENSE00003786679	86107223	86107352	5	950	1079	86107223	86107352	2	0
ENSG00000109339	ENST00000638225	ENSP00000491866	-1	ENSE00003518397	86103186	86103244	6	1080	1138	86103186	86103244	0	2
ENSG00000109339	ENST00000638225	ENSP00000491866	-1	ENSE00003523984	86101894	86102032	7	1139	1277	86101894	86102032	2	0
ENSG00000109339	ENST00000638225	ENSP00000491866	-1	ENSE00003598073	86101052	86101217	8	1278	1443	86101052	86101217	0	1
ENSG00000109339	ENST00000638225	ENSP00000491866	-1	ENSE00002433828	86098524	86098595	9	1444	1515	86098524	86098595	1	1
ENSG00000109339	ENST00000638225	ENSP00000491866	-1	ENSE00003562222	86067773	86067955	10	1516	1698	86067773	86067955	1	1
ENSG00000109339	ENST00000638225	ENSP00000491866	-1	ENSE00003535929	86064266	86064390	11	1699	1823	86064266	86064390	1	0
ENSG00000109339	ENST00000638225	ENSP00000491866	-1	ENSE00003648739	86031368	86031431	12	1824	1887	86031368	86031431	0	1
ENSG00000109339	ENST00000638225	ENSP00000491866	-1	ENSE00003503801	86029197	86029274	13	1888	1965	86029197	86029274	1	1
ENSG00000109339	ENST00000638225	ENSP00000491866	-1	ENSE00001520792	86194309	86194407	3					-1	-1
ENSG00000109339	ENST00000638225	ENSP00000491866	-1	ENSE00003606869	86159298	86159467	4	828	949	86159298	86159419	-1	2
ENSG00000109339	ENST00000638225	ENSP00000491866	-1	ENSE00001378719	86359658	86360222	1					-1	-1
ENSG00000109339	ENST00000638225	ENSP00000491866	-1	ENSE00003803270	86010395	86017370	14	1966	2108	86017228	86017370	1	-1
ENSG00000109339	ENST00000641462	ENSP00000493435	-1	ENSE00001352600	86354530	86354644	2					-1	-1
ENSG00000109339	ENST00000641462	ENSP00000493435	-1	ENSE00003470811	86194336	86194407	3	518	583	86194336	86194401	-1	0
ENSG00000109339	ENST00000641462	ENSP00000493435	-1	ENSE00003615544	86159298	86159467	4	584	753	86159298	86159467	0	2
ENSG00000109339	ENST00000641462	ENSP00000493435	-1	ENSE00003786679	86107223	86107352	5	754	883	86107223	86107352	2	0
ENSG00000109339	ENST00000641462	ENSP00000493435	-1	ENSE00003518397	86103186	86103244	6	884	942	86103186	86103244	0	2
ENSG00000109339	ENST00000641462	ENSP00000493435	-1	ENSE00003523984	86101894	86102032	7	943	1081	86101894	86102032	2	0
ENSG00000109339	ENST00000641462	ENSP00000493435	-1	ENSE00003598073	86101052	86101217	8	1082	1247	86101052	86101217	0	1
ENSG00000109339	ENST00000641462	ENSP00000493435	-1	ENSE00002433828	86098524	86098595	9	1248	1319	86098524	86098595	1	1
ENSG00000109339	ENST00000641462	ENSP00000493435	-1	ENSE00003562222	86067773	86067955	10	1320	1502	86067773	86067955	1	1
ENSG00000109339	ENST00000641462	ENSP00000493435	-1	ENSE00003535929	86064266	86064390	11	1503	1627	86064266	86064390	1	0
ENSG00000109339	ENST00000641462	ENSP00000493435	-1	ENSE00003648739	86031368	86031431	12	1628	1691	86031368	86031431	0	1
ENSG00000109339	ENST00000641462	ENSP00000493435	-1	ENSE00003503801	86029197	86029274	13	1692	1769	86029197	86029274	1	1
ENSG00000109339	ENST00000641462	ENSP00000493435	-1	ENSE00003806022	86359658	86360053	1					-1	-1
ENSG00000109339	ENST00000641462	ENSP00000493435	-1	ENSE00003812161	86010405	86017370	14	1770	1912	86017228	86017370	1	-1
ENSG00000109339	ENST00000642060	ENSP00000493282	-1	ENSE00001352600	86354530	86354644	2					-1	-1
ENSG00000109339	ENST00000642060	ENSP00000493282	-1	ENSE00003806022	86359658	86360053	1					-1	-1
ENSG00000109339	ENST00000642060	ENSP00000493282	-1	ENSE00002045785	86194319	86194407	3	518	600	86194319	86194401	-1	2
ENSG00000109339	ENST00000642060	ENSP00000493282	-1	ENSE00003809516	86159298	86159467	4	601	652	86159416	86159467	2	-1
ENSG00000109339	ENST00000642060	ENSP00000493282	-1	ENSE00003673982	86107223	86107352	5					-1	-1
ENSG00000109339	ENST00000642060	ENSP00000493282	-1	ENSE00003655697	86103186	86103244	6					-1	-1
ENSG00000109339	ENST00000642060	ENSP00000493282	-1	ENSE00003654344	86101894	86102032	7					-1	-1
ENSG00000109339	ENST00000642060	ENSP00000493282	-1	ENSE00003583177	86101052	86101217	8					-1	-1
ENSG00000109339	ENST00000642060	ENSP00000493282	-1	ENSE00003807041	86098524	86098595	9					-1	-1
ENSG00000109339	ENST00000642060	ENSP00000493282	-1	ENSE00003624416	86067773	86067955	10					-1	-1
ENSG00000109339	ENST00000642060	ENSP00000493282	-1	ENSE00003648648	86064266	86064390	11					-1	-1
ENSG00000109339	ENST00000642060	ENSP00000493282	-1	ENSE00003564294	86031368	86031431	12					-1	-1
ENSG00000109339	ENST00000642060	ENSP00000493282	-1	ENSE00003460717	86029197	86029274	13					-1	-1
ENSG00000109339	ENST00000642060	ENSP00000493282	-1	ENSE00003812862	86010431	86017375	14					-1	-1
ENSG00000109339	ENST00000641208	ENSP00000492922	-1	ENSE00001352600	86354530	86354644	2					-1	-1
ENSG00000109339	ENST00000641208	ENSP00000492922	-1	ENSE00003786679	86107223	86107352	5	787	916	86107223	86107352	2	0
ENSG00000109339	ENST00000641208	ENSP00000492922	-1	ENSE00003518397	86103186	86103244	6	917	975	86103186	86103244	0	2
ENSG00000109339	ENST00000641208	ENSP00000492922	-1	ENSE00003523984	86101894	86102032	7	976	1114	86101894	86102032	2	0
ENSG00000109339	ENST00000641208	ENSP00000492922	-1	ENSE00003598073	86101052	86101217	8	1115	1280	86101052	86101217	0	1
ENSG00000109339	ENST00000641208	ENSP00000492922	-1	ENSE00003562222	86067773	86067955	10	1353	1535	86067773	86067955	1	1
ENSG00000109339	ENST00000641208	ENSP00000492922	-1	ENSE00003535929	86064266	86064390	11	1536	1660	86064266	86064390	1	0
ENSG00000109339	ENST00000641208	ENSP00000492922	-1	ENSE00003648739	86031368	86031431	12	1661	1724	86031368	86031431	0	1
ENSG00000109339	ENST00000641208	ENSP00000492922	-1	ENSE00003503801	86029197	86029274	13	1725	1802	86029197	86029274	1	1
ENSG00000109339	ENST00000641208	ENSP00000492922	-1	ENSE00001520792	86194309	86194407	3					-1	-1
ENSG00000109339	ENST00000641208	ENSP00000492922	-1	ENSE00003606869	86159298	86159467	4	665	786	86159298	86159419	-1	2
ENSG00000109339	ENST00000641208	ENSP00000492922	-1	ENSE00003805172	86359658	86360059	1					-1	-1
ENSG00000109339	ENST00000641208	ENSP00000492922	-1	ENSE00003487841	86089206	86089277	9	1281	1352	86089206	86089277	1	1
ENSG00000109339	ENST00000641208	ENSP00000492922	-1	ENSE00003812293	86010431	86017375	14	1803	1819	86017359	86017375	1	-1
ENSG00000109339	ENST00000641903	ENSP00000492988	-1	ENSE00001352600	86354530	86354644	2					-1	-1
ENSG00000109339	ENST00000641903	ENSP00000492988	-1	ENSE00003786679	86107223	86107352	5	779	908	86107223	86107352	2	0
ENSG00000109339	ENST00000641903	ENSP00000492988	-1	ENSE00003518397	86103186	86103244	6	909	967	86103186	86103244	0	2
ENSG00000109339	ENST00000641903	ENSP00000492988	-1	ENSE00003523984	86101894	86102032	7	968	1106	86101894	86102032	2	0
ENSG00000109339	ENST00000641903	ENSP00000492988	-1	ENSE00003598073	86101052	86101217	8	1107	1272	86101052	86101217	0	1
ENSG00000109339	ENST00000641903	ENSP00000492988	-1	ENSE00003562222	86067773	86067955	10	1345	1527	86067773	86067955	1	1
ENSG00000109339	ENST00000641903	ENSP00000492988	-1	ENSE00003535929	86064266	86064390	11	1528	1652	86064266	86064390	1	0
ENSG00000109339	ENST00000641903	ENSP00000492988	-1	ENSE00003648739	86031368	86031431	12	1653	1716	86031368	86031431	0	1
ENSG00000109339	ENST00000641903	ENSP00000492988	-1	ENSE00003503801	86029197	86029274	13	1717	1794	86029197	86029274	1	1
ENSG00000109339	ENST00000641903	ENSP00000492988	-1	ENSE00003812373	86017232	86017370	14	1795	1933	86017232	86017370	1	2
ENSG00000109339	ENST00000641903	ENSP00000492988	-1	ENSE00003812033	86359658	86360051	1					-1	-1
ENSG00000109339	ENST00000641903	ENSP00000492988	-1	ENSE00001520792	86194309	86194407	3					-1	-1
ENSG00000109339	ENST00000641903	ENSP00000492988	-1	ENSE00003606869	86159298	86159467	4	657	778	86159298	86159419	-1	2
ENSG00000109339	ENST00000641903	ENSP00000492988	-1	ENSE00003487841	86089206	86089277	9	1273	1344	86089206	86089277	1	1
ENSG00000109339	ENST00000641903	ENSP00000492988	-1	ENSE00003811856	86010453	86011331	15	1934	1940	86011325	86011331	2	-1
ENSG00000109339	ENST00000641803	ENSP00000493049	-1	ENSE00001352600	86354530	86354644	2					-1	-1
ENSG00000109339	ENST00000641803	ENSP00000493049	-1	ENSE00003786679	86107223	86107352	5	705	834	86107223	86107352	2	0
ENSG00000109339	ENST00000641803	ENSP00000493049	-1	ENSE00003518397	86103186	86103244	6	835	893	86103186	86103244	0	2
ENSG00000109339	ENST00000641803	ENSP00000493049	-1	ENSE00003523984	86101894	86102032	7	894	1032	86101894	86102032	2	0
ENSG00000109339	ENST00000641803	ENSP00000493049	-1	ENSE00003598073	86101052	86101217	8	1033	1198	86101052	86101217	0	1
ENSG00000109339	ENST00000641803	ENSP00000493049	-1	ENSE00002433828	86098524	86098595	9	1199	1270	86098524	86098595	1	1
ENSG00000109339	ENST00000641803	ENSP00000493049	-1	ENSE00003562222	86067773	86067955	10	1271	1453	86067773	86067955	1	1
ENSG00000109339	ENST00000641803	ENSP00000493049	-1	ENSE00003535929	86064266	86064390	11	1454	1578	86064266	86064390	1	0
ENSG00000109339	ENST00000641803	ENSP00000493049	-1	ENSE00003648739	86031368	86031431	12	1579	1642	86031368	86031431	0	1
ENSG00000109339	ENST00000641803	ENSP00000493049	-1	ENSE00003503801	86029197	86029274	13	1643	1720	86029197	86029274	1	1
ENSG00000109339	ENST00000641803	ENSP00000493049	-1	ENSE00001520792	86194309	86194407	3					-1	-1
ENSG00000109339	ENST00000641803	ENSP00000493049	-1	ENSE00003606869	86159298	86159467	4	583	704	86159298	86159419	-1	2
ENSG00000109339	ENST00000641803	ENSP00000493049	-1	ENSE00003811739	86358208	86358527	1					-1	-1
ENSG00000109339	ENST00000641803	ENSP00000493049	-1	ENSE00003811494	86010608	86017370	14	1721	1863	86017228	86017370	1	-1
ENSG00000109339	ENST00000564854	ENSP00000491938	-1	ENSE00001352600	86354530	86354644	2					-1	-1
ENSG00000109339	ENST00000564854	ENSP00000491938	-1	ENSE00002045785	86194319	86194407	3	529	611	86194319	86194401	-1	2
ENSG00000109339	ENST00000564854	ENSP00000491938	-1	ENSE00003809516	86159298	86159467	4	612	663	86159416	86159467	2	-1
ENSG00000109339	ENST00000564854	ENSP00000491938	-1	ENSE00003673982	86107223	86107352	5					-1	-1
ENSG00000109339	ENST00000564854	ENSP00000491938	-1	ENSE00003655697	86103186	86103244	6					-1	-1
ENSG00000109339	ENST00000564854	ENSP00000491938	-1	ENSE00003654344	86101894	86102032	7					-1	-1
ENSG00000109339	ENST00000564854	ENSP00000491938	-1	ENSE00003583177	86101052	86101217	8					-1	-1
ENSG00000109339	ENST00000564854	ENSP00000491938	-1	ENSE00003807041	86098524	86098595	9					-1	-1
ENSG00000109339	ENST00000564854	ENSP00000491938	-1	ENSE00003624416	86067773	86067955	10					-1	-1
ENSG00000109339	ENST00000564854	ENSP00000491938	-1	ENSE00003648648	86064266	86064390	11					-1	-1
ENSG00000109339	ENST00000564854	ENSP00000491938	-1	ENSE00003564294	86031368	86031431	12					-1	-1
ENSG00000109339	ENST00000564854	ENSP00000491938	-1	ENSE00003460717	86029197	86029274	13					-1	-1
ENSG00000109339	ENST00000564854	ENSP00000491938	-1	ENSE00003808659	86359658	86360064	1					-1	-1
ENSG00000109339	ENST00000564854	ENSP00000491938	-1	ENSE00002607010	86012322	86017370	14					-1	-1
ENSG00000109339	ENST00000641983	ENSP00000493045	-1	ENSE00001352600	86354530	86354644	2					-1	-1
ENSG00000109339	ENST00000641983	ENSP00000493045	-1	ENSE00003470811	86194336	86194407	3	628	693	86194336	86194401	-1	0
ENSG00000109339	ENST00000641983	ENSP00000493045	-1	ENSE00003615544	86159298	86159467	4	694	863	86159298	86159467	0	2
ENSG00000109339	ENST00000641983	ENSP00000493045	-1	ENSE00003786679	86107223	86107352	5	864	993	86107223	86107352	2	0
ENSG00000109339	ENST00000641983	ENSP00000493045	-1	ENSE00003518397	86103186	86103244	6	994	1052	86103186	86103244	0	2
ENSG00000109339	ENST00000641983	ENSP00000493045	-1	ENSE00003523984	86101894	86102032	7	1053	1191	86101894	86102032	2	0
ENSG00000109339	ENST00000641983	ENSP00000493045	-1	ENSE00003598073	86101052	86101217	8	1192	1357	86101052	86101217	0	1
ENSG00000109339	ENST00000641983	ENSP00000493045	-1	ENSE00002433828	86098524	86098595	9	1358	1429	86098524	86098595	1	1
ENSG00000109339	ENST00000641983	ENSP00000493045	-1	ENSE00003562222	86067773	86067955	10	1430	1612	86067773	86067955	1	1
ENSG00000109339	ENST00000641983	ENSP00000493045	-1	ENSE00003535929	86064266	86064390	11	1613	1737	86064266	86064390	1	0
ENSG00000109339	ENST00000641983	ENSP00000493045	-1	ENSE00003648739	86031368	86031431	12	1738	1801	86031368	86031431	0	1
ENSG00000109339	ENST00000641983	ENSP00000493045	-1	ENSE00003503801	86029197	86029274	13	1802	1879	86029197	86029274	1	1
ENSG00000109339	ENST00000641983	ENSP00000493045	-1	ENSE00001520780	86358081	86358586	1					-1	-1
ENSG00000109339	ENST00000641983	ENSP00000493045	-1	ENSE00003813284	86012478	86017370	14	1880	2022	86017228	86017370	1	-1
ENSG00000109339	ENST00000641066	ENSP00000493072	-1	ENSE00001352600	86354530	86354644	2					-1	-1
ENSG00000109339	ENST00000641066	ENSP00000493072	-1	ENSE00003470811	86194336	86194407	3	424	489	86194336	86194401	-1	0
ENSG00000109339	ENST00000641066	ENSP00000493072	-1	ENSE00003615544	86159298	86159467	4	490	659	86159298	86159467	0	2
ENSG00000109339	ENST00000641066	ENSP00000493072	-1	ENSE00003786679	86107223	86107352	5	660	789	86107223	86107352	2	0
ENSG00000109339	ENST00000641066	ENSP00000493072	-1	ENSE00003518397	86103186	86103244	6	790	848	86103186	86103244	0	2
ENSG00000109339	ENST00000641066	ENSP00000493072	-1	ENSE00003523984	86101894	86102032	7	849	987	86101894	86102032	2	0
ENSG00000109339	ENST00000641066	ENSP00000493072	-1	ENSE00003598073	86101052	86101217	8	988	1153	86101052	86101217	0	1
ENSG00000109339	ENST00000641066	ENSP00000493072	-1	ENSE00002433828	86098524	86098595	9	1154	1225	86098524	86098595	1	1
ENSG00000109339	ENST00000641066	ENSP00000493072	-1	ENSE00003562222	86067773	86067955	10	1226	1408	86067773	86067955	1	1
ENSG00000109339	ENST00000641066	ENSP00000493072	-1	ENSE00003535929	86064266	86064390	11	1409	1533	86064266	86064390	1	0
ENSG00000109339	ENST00000641066	ENSP00000493072	-1	ENSE00003648739	86031368	86031431	12	1534	1597	86031368	86031431	0	1
ENSG00000109339	ENST00000641066	ENSP00000493072	-1	ENSE00003503801	86029197	86029274	13	1598	1675	86029197	86029274	1	1
ENSG00000109339	ENST00000641066	ENSP00000493072	-1	ENSE00003812986	86358208	86358509	1					-1	-1
ENSG00000109339	ENST00000641066	ENSP00000493072	-1	ENSE00003811618	86012491	86017370	14	1676	1818	86017228	86017370	1	-1
ENSG00000109339	ENST00000642035	ENSP00000493176	-1	ENSE00001352600	86354530	86354644	2					-1	-1
ENSG00000109339	ENST00000642035	ENSP00000493176	-1	ENSE00003470811	86194336	86194407	3	267	332	86194336	86194401	-1	0
ENSG00000109339	ENST00000642035	ENSP00000493176	-1	ENSE00003615544	86159298	86159467	4	333	502	86159298	86159467	0	2
ENSG00000109339	ENST00000642035	ENSP00000493176	-1	ENSE00003786679	86107223	86107352	5	503	632	86107223	86107352	2	0
ENSG00000109339	ENST00000642035	ENSP00000493176	-1	ENSE00003583177	86101052	86101217	7					-1	-1
ENSG00000109339	ENST00000642035	ENSP00000493176	-1	ENSE00003807041	86098524	86098595	8					-1	-1
ENSG00000109339	ENST00000642035	ENSP00000493176	-1	ENSE00003624416	86067773	86067955	9					-1	-1
ENSG00000109339	ENST00000642035	ENSP00000493176	-1	ENSE00003648648	86064266	86064390	10					-1	-1
ENSG00000109339	ENST00000642035	ENSP00000493176	-1	ENSE00003564294	86031368	86031431	11					-1	-1
ENSG00000109339	ENST00000642035	ENSP00000493176	-1	ENSE00003460717	86029197	86029274	12					-1	-1
ENSG00000109339	ENST00000642035	ENSP00000493176	-1	ENSE00003806610	86453030	86453174	1					-1	-1
ENSG00000109339	ENST00000642035	ENSP00000493176	-1	ENSE00003504799	86101894	86102032	6	633	698	86101967	86102032	0	-1
ENSG00000109339	ENST00000642035	ENSP00000493176	-1	ENSE00003811677	86012491	86017370	13					-1	-1
ENSG00000109339	ENST00000641410	ENSP00000493208	-1	ENSE00001352600	86354530	86354644	2					-1	-1
ENSG00000109339	ENST00000641410	ENSP00000493208	-1	ENSE00003470811	86194336	86194407	3	479	544	86194336	86194401	-1	0
ENSG00000109339	ENST00000641410	ENSP00000493208	-1	ENSE00003615544	86159298	86159467	4	545	714	86159298	86159467	0	2
ENSG00000109339	ENST00000641410	ENSP00000493208	-1	ENSE00003786679	86107223	86107352	5	715	844	86107223	86107352	2	0
ENSG00000109339	ENST00000641410	ENSP00000493208	-1	ENSE00003518397	86103186	86103244	6	845	903	86103186	86103244	0	2
ENSG00000109339	ENST00000641410	ENSP00000493208	-1	ENSE00003523984	86101894	86102032	7	904	1042	86101894	86102032	2	0
ENSG00000109339	ENST00000641410	ENSP00000493208	-1	ENSE00003598073	86101052	86101217	8	1043	1208	86101052	86101217	0	1
ENSG00000109339	ENST00000641410	ENSP00000493208	-1	ENSE00002433828	86098524	86098595	9	1209	1280	86098524	86098595	1	1
ENSG00000109339	ENST00000641410	ENSP00000493208	-1	ENSE00003562222	86067773	86067955	10	1281	1463	86067773	86067955	1	1
ENSG00000109339	ENST00000641410	ENSP00000493208	-1	ENSE00003535929	86064266	86064390	11	1464	1588	86064266	86064390	1	0
ENSG00000109339	ENST00000641410	ENSP00000493208	-1	ENSE00003648739	86031368	86031431	12	1589	1652	86031368	86031431	0	1
ENSG00000109339	ENST00000641410	ENSP00000493208	-1	ENSE00003503801	86029197	86029274	13	1653	1730	86029197	86029274	1	1
ENSG00000109339	ENST00000641410	ENSP00000493208	-1	ENSE00003811576	86359658	86360014	1					-1	-1
ENSG00000109339	ENST00000641410	ENSP00000493208	-1	ENSE00003813955	86017232	86017375	14	1731	1747	86017359	86017375	1	-1
ENSG00000109339	ENST00000641410	ENSP00000493208	-1	ENSE00003811803	86012501	86012608	15					-1	-1
ENSG00000109339	ENST00000449047	ENSP00000414469	-1	ENSE00003470811	86194336	86194407	1	7	72	86194336	86194401	-1	0
ENSG00000109339	ENST00000449047	ENSP00000414469	-1	ENSE00003615544	86159298	86159467	2	73	242	86159298	86159467	0	2
ENSG00000109339	ENST00000449047	ENSP00000414469	-1	ENSE00003786679	86107223	86107352	3	243	372	86107223	86107352	2	0
ENSG00000109339	ENST00000449047	ENSP00000414469	-1	ENSE00003518397	86103186	86103244	4	373	431	86103186	86103244	0	2
ENSG00000109339	ENST00000449047	ENSP00000414469	-1	ENSE00003523984	86101894	86102032	5	432	570	86101894	86102032	2	0
ENSG00000109339	ENST00000449047	ENSP00000414469	-1	ENSE00003598073	86101052	86101217	6	571	736	86101052	86101217	0	1
ENSG00000109339	ENST00000449047	ENSP00000414469	-1	ENSE00002433828	86098524	86098595	7	737	808	86098524	86098595	1	1
ENSG00000109339	ENST00000449047	ENSP00000414469	-1	ENSE00003562222	86067773	86067955	8	809	991	86067773	86067955	1	1
ENSG00000109339	ENST00000449047	ENSP00000414469	-1	ENSE00003535929	86064266	86064390	9	992	1116	86064266	86064390	1	0
ENSG00000109339	ENST00000449047	ENSP00000414469	-1	ENSE00003648739	86031368	86031431	10	1117	1180	86031368	86031431	0	1
ENSG00000109339	ENST00000449047	ENSP00000414469	-1	ENSE00003503801	86029197	86029274	11	1181	1258	86029197	86029274	1	1
ENSG00000109339	ENST00000449047	ENSP00000414469	-1	ENSE00003813906	86013874	86017370	12	1259	1443	86017186	86017370	1	-1
ENSG00000109339	ENST00000641051	ENSP00000493275	-1	ENSE00001352600	86354530	86354644	3					-1	-1
ENSG00000109339	ENST00000641051	ENSP00000493275	-1	ENSE00003470811	86194336	86194407	4	990	1055	86194336	86194401	-1	0
ENSG00000109339	ENST00000641051	ENSP00000493275	-1	ENSE00003615544	86159298	86159467	5	1056	1225	86159298	86159467	0	2
ENSG00000109339	ENST00000641051	ENSP00000493275	-1	ENSE00003786679	86107223	86107352	6	1226	1355	86107223	86107352	2	0
ENSG00000109339	ENST00000641051	ENSP00000493275	-1	ENSE00003518397	86103186	86103244	7	1356	1414	86103186	86103244	0	2
ENSG00000109339	ENST00000641051	ENSP00000493275	-1	ENSE00003523984	86101894	86102032	8	1415	1553	86101894	86102032	2	0
ENSG00000109339	ENST00000641051	ENSP00000493275	-1	ENSE00003598073	86101052	86101217	9	1554	1719	86101052	86101217	0	1
